127.0.0.1 - - [17/Oct/2019:10:27:33 +0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/m/TipologiaVoceQuadroEconomico HTTP/1.1" 200 21070
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15845
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/m/TipologiaVoceQuadroEconomico HTTP/1.1" 200 21070
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:05 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:06 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:06 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:06 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 15845
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "GET /ProgrammaBiennale2020/m/TipologiaVoceQuadroEconomico HTTP/1.1" 200 21070
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:23 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 37164
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:27 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 17621
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:50:36 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 11893
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:51:16 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6707
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:51:56 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6707
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:52:15 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6747
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:52:54 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6747
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:53:46 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6747
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:54:43 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6747
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:55:08 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6748
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:55:33 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6748
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:55:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:57:23 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:57:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:58:10 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:58:26 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:58:48 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:59:07 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:59:21 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:10:59:54 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:10 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:28 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:48 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:00:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 844
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:31 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:31 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:31 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:31 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:31 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:31 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:31 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:31 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 844
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:32 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:32 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:32 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:32 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 844
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:33 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:33 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:33 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:33 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:33 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:33 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:33 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:33 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 844
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:34 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:34 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:34 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:35 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 844
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:46 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:46 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:46 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:46 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:46 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:46 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:47 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:01:47 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 38427
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:45 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 38427
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:57 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:57 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:57 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:57 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:58 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:58 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:58 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:02:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 47030
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:04 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 832
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:47 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:47 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:47 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:47 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:47 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:47 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:47 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:47 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:48 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 47030
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:03:52 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 3253
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:57 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:57 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 200 46702
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:57 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:57 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:57 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:57 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:57 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:57 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:04:58 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 47030
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:00 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 3296
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "GET /ProgrammaBiennale2020/m/QuadroEconomico?init=true HTTP/1.1" 200 20902
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:05:55 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 47030
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:07 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 3296
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.getStrokeActions.dwr HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "POST /ProgrammaBiennale2020/dwr/call/plaincall/Module.request.dwr HTTP/1.1" 200 611
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "GET /ProgrammaBiennale2020/m/TipologiaVoceQuadroEconomico HTTP/1.1" 200 8446
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "GET /ProgrammaBiennale2020/m/TipologiaVoceQuadroEconomico HTTP/1.1" 200 8446
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Modules.js?ox=6.1.2 HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Module.js?ox=6.1.2 HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "GET /ProgrammaBiennale2020/dwr/util.js?ox=6.1.2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Folders.js?ox=6.1.2 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "GET /ProgrammaBiennale2020/dwr/interface/Tab.js?ox=6.1.2 HTTP/1.1" 200 1007
0:0:0:0:0:0:0:1 - - [17/Oct/2019:11:08:13 +0200] "GET /ProgrammaBiennale2020/dwr/interface/View.js?ox=6.1.2 HTTP/1.1" 200 555
